ensemble,form,starting_class,item_id,dimensions,perturbation_trials,family_flips,family_flip_rate,posture_flips,posture_flip_rate,routing_flips,routing_flip_rate,full_archetype_flips,full_archetype_flip_rate,mean_dimension_l1,max_dimension_l1,omission_trials,omission_full_archetype_flip_rate,neutralisation_trials,neutralisation_full_archetype_flip_rate
uniform,fullExtended,blend,oj1,orderJustice,141,18,0.12766,0,0,14,0.099291,15,0.106383,0.127943,0.35,38,0.131579,38,0.157895
uniform,fullExtended,blend,oj2,orderJustice,140,18,0.128571,0,0,24,0.171429,24,0.171429,0.1285,0.42,38,0.236842,38,0.263158
uniform,fullExtended,blend,pe1,politicalEconomy,60,8,0.133333,0,0,10,0.166667,10,0.166667,0.063833,0.09,0,0,0,0
uniform,fullExtended,blend,pe2,politicalEconomy,147,32,0.217687,0,0,29,0.197279,31,0.210884,0.085986,0.38,38,0.315789,38,0.157895
uniform,fullExtended,blend,rs1,restraint,70,3,0.042857,5,0.071429,2,0.028571,7,0.1,0.046,0.05,0,0,0,0
uniform,fullExtended,blend,rs2,restraint,144,8,0.055556,15,0.104167,6,0.041667,21,0.145833,0.06375,0.19,38,0.236842,38,0.184211
uniform,fullExtended,blend,sc1,securityCompetition,65,13,0.2,0,0,11,0.169231,14,0.215385,0.052615,0.08,0,0,0,0
uniform,fullExtended,blend,sc2,securityCompetition,139,27,0.194245,0,0,33,0.23741,41,0.294964,0.077194,0.21,38,0.394737,38,0.315789
uniform,fullExtended,blend,tradeoff_alliances,domesticFilters|institutions|normsIdentity|restraint|securityCompetition,114,48,0.421053,9,0.078947,65,0.570175,86,0.754386,0.255439,0.42,0,0,0,0
uniform,fullExtended,blend,tradeoff_interdependence,domesticFilters|institutions|politicalEconomy|restraint|securityCompetition,114,42,0.368421,2,0.017544,65,0.570175,77,0.675439,0.224737,0.34,0,0,0,0
uniform,fullExtended,blend,tradeoff_intervention,domesticFilters|institutions|normsIdentity|orderJustice|restraint,114,36,0.315789,11,0.096491,19,0.166667,29,0.254386,0.246667,0.51,0,0,0,0
uniform,fullExtended,blend,tradeoff_strategy,domesticFilters|politicalEconomy|restraint|securityCompetition,114,31,0.27193,13,0.114035,39,0.342105,54,0.473684,0.209474,0.35,0,0,0,0
uniform,fullExtended,blend,v21_df_rev_01,domesticFilters,61,10,0.163934,0,0,9,0.147541,9,0.147541,0.077377,0.1,0,0,0,0
uniform,fullExtended,blend,v21_df_rev_04,domesticFilters,145,32,0.22069,0,0,23,0.158621,23,0.158621,0.100138,0.33,38,0.210526,38,0.157895
uniform,fullExtended,blend,v21_in_rev_03,institutions,141,33,0.234043,0,0,38,0.269504,40,0.283688,0.056383,0.16,38,0.447368,38,0.394737
uniform,fullExtended,blend,v21_ni_rev_01,normsIdentity,66,13,0.19697,0,0,14,0.212121,15,0.227273,0.068182,0.09,0,0,0,0
uniform,fullExtended,blend,v21_ni_rev_05,normsIdentity,142,26,0.183099,0,0,36,0.253521,51,0.359155,0.102958,0.26,38,0.473684,38,0.421053
uniform,fullExtended,blend,v21_oj_rev_02,orderJustice,66,7,0.106061,0,0,4,0.060606,4,0.060606,0.091515,0.11,0,0,0,0
uniform,fullExtended,blend,v21_pe_rev_02,politicalEconomy,141,22,0.156028,0,0,41,0.29078,43,0.304965,0.091135,0.32,38,0.394737,38,0.394737
uniform,fullExtended,blend,v21_rs_rev_04,restraint,139,20,0.143885,15,0.107914,10,0.071942,25,0.179856,0.066331,0.2,38,0.289474,38,0.210526
uniform,fullExtended,blend,v21_rs_rev_05,restraint,64,3,0.046875,3,0.046875,2,0.03125,5,0.078125,0.045625,0.05,0,0,0,0
uniform,fullExtended,blend,v21_sc_rev_01,securityCompetition,64,12,0.1875,0,0,10,0.15625,12,0.1875,0.052187,0.08,0,0,0,0
uniform,fullExtended,blend,v21_sc_rev_02,securityCompetition,142,46,0.323944,0,0,31,0.21831,43,0.302817,0.074366,0.23,38,0.447368,38,0.342105
uniform,fullExtended,blend,v21_sc_rev_05,securityCompetition,65,10,0.153846,0,0,11,0.169231,14,0.215385,0.052308,0.07,0,0,0,0
uniform,fullExtended,blend,val_ci_1,validation:cooperativeInternationalism,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniform,fullExtended,blend,val_ci_2,validation:cooperativeInternationalism,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniform,fullExtended,blend,val_ci_3,validation:cooperativeInternationalism,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniform,fullExtended,blend,val_ci_4,validation:cooperativeInternationalism,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniform,fullExtended,blend,val_iso_1,validation:isolationism,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniform,fullExtended,blend,val_iso_2,validation:isolationism,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniform,fullExtended,blend,val_iso_3,validation:isolationism,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniform,fullExtended,blend,val_iso_4,validation:isolationism,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniform,fullExtended,blend,val_mi_1,validation:militantInternationalism,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniform,fullExtended,blend,val_mi_2,validation:militantInternationalism,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniform,fullExtended,blend,val_mi_3,validation:militantInternationalism,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniform,fullExtended,blend,val_mi_4,validation:militantInternationalism,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniform,fullExtended,pure,an_case_burdens,domesticFilters|institutions|normsIdentity|restraint|securityCompetition,366,5,0.013661,34,0.092896,34,0.092896,67,0.18306,0.210301,0.38,0,0,0,0
uniform,fullExtended,pure,an_case_digital_stack,institutions|normsIdentity|politicalEconomy|restraint|securityCompetition,366,17,0.046448,21,0.057377,50,0.136612,73,0.199454,0.22724,0.41,0,0,0,0
uniform,fullExtended,pure,an_case_finance,domesticFilters|institutions|politicalEconomy|restraint,366,4,0.010929,2,0.005464,23,0.062842,26,0.071038,0.207104,0.38,0,0,0,0
uniform,fullExtended,pure,an_case_green_finance,domesticFilters|institutions|normsIdentity|orderJustice|politicalEconomy,366,5,0.013661,0,0,22,0.060109,22,0.060109,0.232322,0.42,0,0,0,0
uniform,fullExtended,pure,an_case_intervention_memory,domesticFilters|institutions|normsIdentity|orderJustice|restraint,366,0,0,38,0.103825,22,0.060109,58,0.15847,0.256475,0.48,0,0,0,0
uniform,fullExtended,pure,an_case_maritime_crisis,domesticFilters|institutions|restraint|securityCompetition,366,17,0.046448,39,0.106557,42,0.114754,75,0.204918,0.198716,0.4,0,0,0,0
uniform,fullExtended,pure,an_case_middle_power,domesticFilters|institutions|normsIdentity|politicalEconomy|restraint|securityCompetition,366,6,0.016393,37,0.101093,39,0.106557,70,0.191257,0.173142,0.35,0,0,0,0
uniform,fullExtended,pure,an_case_rising_power_voice,domesticFilters|institutions|normsIdentity|politicalEconomy|securityCompetition,366,28,0.076503,0,0,54,0.147541,61,0.166667,0.242514,0.39,0,0,0,0
uniform,fullExtended,pure,an_case_sanctions_alignment,domesticFilters|institutions|normsIdentity|orderJustice|politicalEconomy|restraint,366,1,0.002732,28,0.076503,20,0.054645,46,0.125683,0.242978,0.53,0,0,0,0
uniform,fullExtended,pure,an_in3,institutions,217,0,0,0,0,6,0.02765,6,0.02765,0.039724,0.05,0,0,0,0
uniform,fullExtended,pure,an_in4,institutions,199,0,0,0,0,4,0.020101,4,0.020101,0.039347,0.05,0,0,0,0
uniform,fullExtended,pure,an_ni3,normsIdentity,206,0,0,0,0,14,0.067961,14,0.067961,0.068883,0.1,0,0,0,0
uniform,fullExtended,pure,an_oj3,orderJustice,214,0,0,0,0,6,0.028037,6,0.028037,0.092617,0.11,0,0,0,0
uniform,fullExtended,pure,an_pe3,politicalEconomy,198,0,0,0,0,6,0.030303,6,0.030303,0.064343,0.09,0,0,0,0
uniform,fullExtended,pure,an_pe4,politicalEconomy,212,0,0,0,0,6,0.028302,6,0.028302,0.064575,0.09,0,0,0,0
uniform,fullExtended,pure,an_sc3,securityCompetition,209,0,0,0,0,10,0.047847,10,0.047847,0.052344,0.07,0,0,0,0
uniform,fullExtended,pure,an_sc4,securityCompetition,218,0,0,0,0,14,0.06422,14,0.06422,0.052156,0.07,0,0,0,0
uniform,fullExtended,pure,an_tradeoff_ceasefire_settlement,domesticFilters|institutions|orderJustice|politicalEconomy|restraint,366,4,0.010929,26,0.071038,27,0.07377,51,0.139344,0.240464,0.45,0,0,0,0
uniform,fullExtended,pure,an_tradeoff_energy_alignment,domesticFilters|institutions|normsIdentity|orderJustice|politicalEconomy|restraint,366,0,0,29,0.079235,19,0.051913,45,0.122951,0.239399,0.57,0,0,0,0
uniform,fullExtended,pure,an_tradeoff_evidence,domesticFilters|institutions|normsIdentity|restraint|securityCompetition,366,40,0.10929,2,0.005464,60,0.163934,77,0.210383,0.269426,0.5,0,0,0,0
uniform,fullExtended,pure,an_tradeoff_legitimacy,domesticFilters|institutions|normsIdentity|politicalEconomy|securityCompetition,366,18,0.04918,0,0,45,0.122951,50,0.136612,0.26276,0.5,0,0,0,0
uniform,fullExtended,pure,an_tradeoff_parallel_order,domesticFilters|institutions|normsIdentity|orderJustice|politicalEconomy|securityCompetition,366,10,0.027322,0,0,40,0.10929,42,0.114754,0.245902,0.45,0,0,0,0
uniform,fullExtended,pure,an_tradeoff_rival,domesticFilters|institutions|normsIdentity|securityCompetition,366,35,0.095628,0,0,52,0.142077,65,0.177596,0.264481,0.47,0,0,0,0
uniform,fullExtended,pure,an_tradeoff_tech_order,institutions|normsIdentity|orderJustice|politicalEconomy|restraint|securityCompetition,366,12,0.032787,23,0.062842,39,0.106557,62,0.169399,0.243169,0.46,0,0,0,0
uniform,fullExtended,pure,case_protection,domesticFilters|institutions|normsIdentity|orderJustice|restraint,366,3,0.008197,43,0.117486,23,0.062842,64,0.174863,0.289781,0.61,0,0,0,0
uniform,fullExtended,pure,case_semiconductors,institutions|normsIdentity|politicalEconomy|restraint|securityCompetition,366,45,0.122951,59,0.161202,73,0.199454,133,0.363388,0.289126,0.54,0,0,0,0
uniform,fullExtended,pure,df1,domesticFilters,458,2,0.004367,0,0,31,0.067686,31,0.067686,0.114127,0.43,122,0.098361,122,0.07377
uniform,fullExtended,pure,df2,domesticFilters,211,0,0,0,0,11,0.052133,11,0.052133,0.079431,0.12,0,0,0,0
uniform,fullExtended,pure,in1,institutions,206,0,0,0,0,7,0.033981,7,0.033981,0.039515,0.05,0,0,0,0
uniform,fullExtended,pure,in2,institutions,446,2,0.004484,0,0,22,0.049327,22,0.049327,0.057422,0.18,122,0.057377,122,0.065574
uniform,fullExtended,pure,ni1,normsIdentity,216,0,0,0,0,14,0.064815,14,0.064815,0.068657,0.1,0,0,0,0
uniform,fullExtended,pure,ni2,normsIdentity,445,9,0.020225,0,0,39,0.08764,40,0.089888,0.103303,0.31,122,0.147541,122,0.098361
uniform,fullExtended,pure,oj1,orderJustice,449,1,0.002227,0,0,11,0.024499,11,0.024499,0.127706,0.42,122,0.016393,122,0.032787
uniform,fullExtended,pure,oj2,orderJustice,455,0,0,0,0,15,0.032967,15,0.032967,0.129956,0.38,122,0.040984,122,0.032787
uniform,fullExtended,pure,pe1,politicalEconomy,204,0,0,0,0,7,0.034314,7,0.034314,0.064461,0.09,0,0,0,0
uniform,fullExtended,pure,pe2,politicalEconomy,457,1,0.002188,0,0,19,0.041575,19,0.041575,0.092516,0.31,122,0.065574,122,0.032787
uniform,fullExtended,pure,rs1,restraint,213,0,0,18,0.084507,4,0.018779,22,0.103286,0.046573,0.06,0,0,0,0
uniform,fullExtended,pure,rs2,restraint,456,1,0.002193,59,0.129386,18,0.039474,75,0.164474,0.065702,0.2,122,0.229508,122,0.180328
uniform,fullExtended,pure,sc1,securityCompetition,201,0,0,0,0,13,0.064677,13,0.064677,0.052239,0.07,0,0,0,0
uniform,fullExtended,pure,sc2,securityCompetition,446,8,0.017937,0,0,42,0.09417,42,0.09417,0.07565,0.23,122,0.122951,122,0.106557
uniform,fullExtended,pure,tradeoff_alliances,domesticFilters|institutions|normsIdentity|restraint|securityCompetition,366,30,0.081967,11,0.030055,59,0.161202,79,0.215847,0.253142,0.51,0,0,0,0
uniform,fullExtended,pure,tradeoff_interdependence,domesticFilters|institutions|politicalEconomy|restraint|securityCompetition,366,19,0.051913,4,0.010929,57,0.155738,65,0.177596,0.224809,0.36,0,0,0,0
uniform,fullExtended,pure,tradeoff_intervention,domesticFilters|institutions|normsIdentity|orderJustice|restraint,366,2,0.005464,45,0.122951,31,0.084699,73,0.199454,0.271913,0.58,0,0,0,0
uniform,fullExtended,pure,tradeoff_strategy,domesticFilters|politicalEconomy|restraint|securityCompetition,366,10,0.027322,61,0.166667,40,0.10929,91,0.248634,0.21041,0.41,0,0,0,0
uniform,fullExtended,pure,v21_df_rev_01,domesticFilters,213,0,0,0,0,10,0.046948,10,0.046948,0.078967,0.12,0,0,0,0
uniform,fullExtended,pure,v21_df_rev_04,domesticFilters,448,4,0.008929,0,0,21,0.046875,21,0.046875,0.112969,0.42,122,0.040984,122,0.057377
uniform,fullExtended,pure,v21_in_rev_03,institutions,448,0,0,0,0,14,0.03125,14,0.03125,0.056429,0.21,122,0.032787,122,0.040984
uniform,fullExtended,pure,v21_ni_rev_01,normsIdentity,204,0,0,0,0,14,0.068627,14,0.068627,0.068775,0.1,0,0,0,0
uniform,fullExtended,pure,v21_ni_rev_05,normsIdentity,456,4,0.008772,0,0,32,0.070175,33,0.072368,0.098114,0.28,122,0.081967,122,0.07377
uniform,fullExtended,pure,v21_oj_rev_02,orderJustice,212,0,0,0,0,6,0.028302,6,0.028302,0.092783,0.11,0,0,0,0
uniform,fullExtended,pure,v21_pe_rev_02,politicalEconomy,453,2,0.004415,0,0,22,0.048565,22,0.048565,0.090817,0.34,122,0.057377,122,0.057377
uniform,fullExtended,pure,v21_rs_rev_04,restraint,455,0,0,56,0.123077,7,0.015385,63,0.138462,0.066681,0.21,122,0.172131,122,0.163934
uniform,fullExtended,pure,v21_rs_rev_05,restraint,200,0,0,17,0.085,4,0.02,21,0.105,0.04685,0.06,0,0,0,0
uniform,fullExtended,pure,v21_sc_rev_01,securityCompetition,210,0,0,0,0,15,0.071429,15,0.071429,0.05219,0.07,0,0,0,0
uniform,fullExtended,pure,v21_sc_rev_02,securityCompetition,455,6,0.013187,0,0,28,0.061538,28,0.061538,0.073451,0.25,122,0.065574,122,0.07377
uniform,fullExtended,pure,v21_sc_rev_05,securityCompetition,210,0,0,0,0,13,0.061905,13,0.061905,0.052095,0.07,0,0,0,0
uniform,fullExtended,pure,val_ci_1,validation:cooperativeInternationalism,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniform,fullExtended,pure,val_ci_2,validation:cooperativeInternationalism,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniform,fullExtended,pure,val_ci_3,validation:cooperativeInternationalism,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniform,fullExtended,pure,val_ci_4,validation:cooperativeInternationalism,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniform,fullExtended,pure,val_iso_1,validation:isolationism,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniform,fullExtended,pure,val_iso_2,validation:isolationism,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniform,fullExtended,pure,val_iso_3,validation:isolationism,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniform,fullExtended,pure,val_iso_4,validation:isolationism,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniform,fullExtended,pure,val_mi_1,validation:militantInternationalism,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniform,fullExtended,pure,val_mi_2,validation:militantInternationalism,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniform,fullExtended,pure,val_mi_3,validation:militantInternationalism,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniform,fullExtended,pure,val_mi_4,validation:militantInternationalism,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniform,targeted:constructivist|criticalPoliticalEconomy,blend,an_case_green_finance,domesticFilters|institutions|normsIdentity|orderJustice|politicalEconomy,57,23,0.403509,0,0,37,0.649123,41,0.719298,0.721228,1.23,0,0,0,0
uniform,targeted:constructivist|criticalPoliticalEconomy,blend,an_case_middle_power,domesticFilters|institutions|normsIdentity|politicalEconomy|restraint|securityCompetition,57,16,0.280702,10,0.175439,45,0.789474,47,0.824561,0.787193,2.26,0,0,0,0
uniform,targeted:constructivist|criticalPoliticalEconomy,blend,an_case_sanctions_alignment,domesticFilters|institutions|normsIdentity|orderJustice|politicalEconomy|restraint,57,20,0.350877,14,0.245614,36,0.631579,43,0.754386,0.777719,1.7,0,0,0,0
uniform,targeted:constructivist|criticalPoliticalEconomy,blend,an_tradeoff_ceasefire_settlement,domesticFilters|institutions|orderJustice|politicalEconomy|restraint,57,20,0.350877,7,0.122807,34,0.596491,42,0.736842,0.686667,1.21,0,0,0,0
uniform,targeted:constructivist|criticalPoliticalEconomy,blend,an_tradeoff_energy_alignment,domesticFilters|institutions|normsIdentity|orderJustice|politicalEconomy|restraint,57,23,0.403509,13,0.22807,38,0.666667,45,0.789474,0.732807,1.36,0,0,0,0
uniform,targeted:constructivist|criticalPoliticalEconomy,blend,df1,domesticFilters,70,30,0.428571,0,0,28,0.4,29,0.414286,0.342429,1.47,19,0.421053,19,0.526316
uniform,targeted:constructivist|criticalPoliticalEconomy,blend,in2,institutions,71,32,0.450704,0,0,41,0.577465,44,0.619718,0.219859,0.86,19,0.684211,19,0.684211
uniform,targeted:constructivist|criticalPoliticalEconomy,blend,ni2,normsIdentity,73,36,0.493151,0,0,53,0.726027,57,0.780822,0.389726,1.89,19,0.789474,19,0.736842
uniform,targeted:constructivist|criticalPoliticalEconomy,blend,oj1,orderJustice,71,19,0.267606,0,0,32,0.450704,32,0.450704,0.318451,1.12,19,0.578947,19,0.473684
uniform,targeted:constructivist|criticalPoliticalEconomy,blend,oj2,orderJustice,73,11,0.150685,0,0,29,0.39726,31,0.424658,0.274795,0.78,19,0.526316,19,0.421053
uniform,targeted:constructivist|criticalPoliticalEconomy,blend,pe2,politicalEconomy,70,20,0.285714,0,0,26,0.371429,27,0.385714,0.273286,0.87,19,0.473684,19,0.421053
uniform,targeted:constructivist|criticalPoliticalEconomy,blend,rs2,restraint,71,17,0.239437,18,0.253521,26,0.366197,34,0.478873,0.223239,0.49,19,0.526316,19,0.578947
uniform,targeted:constructivist|criticalPoliticalEconomy,blend,sc2,securityCompetition,70,33,0.471429,0,0,37,0.528571,40,0.571429,0.699571,3,19,0.578947,19,0.631579
uniform,targeted:constructivist|criticalPoliticalEconomy,blend,v21_df_rev_04,domesticFilters,71,28,0.394366,0,0,34,0.478873,39,0.549296,0.376761,1.17,19,0.631579,19,0.736842
uniform,targeted:constructivist|criticalPoliticalEconomy,blend,v21_in_rev_03,institutions,71,20,0.28169,0,0,43,0.605634,44,0.619718,0.209155,0.72,19,0.631579,19,0.631579
uniform,targeted:constructivist|criticalPoliticalEconomy,blend,v21_ni_rev_05,normsIdentity,70,32,0.457143,0,0,53,0.757143,54,0.771429,0.503143,1.56,19,0.894737,19,0.736842
uniform,targeted:constructivist|criticalPoliticalEconomy,blend,v21_pe_rev_02,politicalEconomy,72,30,0.416667,0,0,24,0.333333,25,0.347222,0.253889,0.77,19,0.421053,19,0.421053
uniform,targeted:constructivist|criticalPoliticalEconomy,blend,v21_rs_rev_04,restraint,71,16,0.225352,22,0.309859,26,0.366197,35,0.492958,0.229014,0.69,19,0.526316,19,0.578947
uniform,targeted:constructivist|criticalPoliticalEconomy,blend,v21_sc_rev_02,securityCompetition,67,27,0.402985,0,0,42,0.626866,47,0.701493,0.766716,3,19,0.789474,19,0.789474
uniform,targeted:constructivist|criticalPoliticalEconomy,pure,an_case_green_finance,domesticFilters|institutions|normsIdentity|orderJustice|politicalEconomy,423,44,0.104019,0,0,52,0.122931,72,0.170213,0.781962,2.46,0,0,0,0
uniform,targeted:constructivist|criticalPoliticalEconomy,pure,an_case_middle_power,domesticFilters|institutions|normsIdentity|politicalEconomy|restraint|securityCompetition,423,31,0.073286,49,0.115839,37,0.08747,87,0.205674,0.81487,2.59,0,0,0,0
uniform,targeted:constructivist|criticalPoliticalEconomy,pure,an_case_sanctions_alignment,domesticFilters|institutions|normsIdentity|orderJustice|politicalEconomy|restraint,423,25,0.059102,53,0.125296,35,0.082742,92,0.217494,0.773688,1.78,0,0,0,0
uniform,targeted:constructivist|criticalPoliticalEconomy,pure,an_tradeoff_ceasefire_settlement,domesticFilters|institutions|orderJustice|politicalEconomy|restraint,423,31,0.073286,36,0.085106,44,0.104019,84,0.198582,0.735745,1.75,0,0,0,0
uniform,targeted:constructivist|criticalPoliticalEconomy,pure,an_tradeoff_energy_alignment,domesticFilters|institutions|normsIdentity|orderJustice|politicalEconomy|restraint,423,31,0.073286,50,0.118203,36,0.085106,95,0.224586,0.801537,2.32,0,0,0,0
uniform,targeted:constructivist|criticalPoliticalEconomy,pure,df1,domesticFilters,520,21,0.040385,0,0,40,0.076923,49,0.094231,0.321423,1.68,141,0.134752,141,0.099291
uniform,targeted:constructivist|criticalPoliticalEconomy,pure,in2,institutions,525,33,0.062857,0,0,43,0.081905,63,0.12,0.222305,0.91,141,0.141844,141,0.134752
uniform,targeted:constructivist|criticalPoliticalEconomy,pure,ni2,normsIdentity,529,62,0.117202,0,0,55,0.10397,90,0.170132,0.424612,2.5,141,0.22695,141,0.198582
uniform,targeted:constructivist|criticalPoliticalEconomy,pure,oj1,orderJustice,523,5,0.00956,0,0,33,0.063098,34,0.06501,0.333346,1.57,141,0.070922,141,0.078014
uniform,targeted:constructivist|criticalPoliticalEconomy,pure,oj2,orderJustice,533,9,0.016886,0,0,47,0.08818,49,0.091932,0.337899,1.5,141,0.134752,141,0.106383
uniform,targeted:constructivist|criticalPoliticalEconomy,pure,pe2,politicalEconomy,535,20,0.037383,0,0,52,0.097196,59,0.11028,0.225458,0.89,141,0.12766,141,0.113475
uniform,targeted:constructivist|criticalPoliticalEconomy,pure,rs2,restraint,525,8,0.015238,87,0.165714,29,0.055238,111,0.211429,0.216419,0.81,141,0.276596,141,0.248227
uniform,targeted:constructivist|criticalPoliticalEconomy,pure,sc2,securityCompetition,528,71,0.13447,0,0,54,0.102273,99,0.1875,0.655303,3,141,0.248227,141,0.22695
uniform,targeted:constructivist|criticalPoliticalEconomy,pure,v21_df_rev_04,domesticFilters,511,18,0.035225,0,0,45,0.088063,53,0.103718,0.334227,1.38,141,0.12766,141,0.134752
uniform,targeted:constructivist|criticalPoliticalEconomy,pure,v21_in_rev_03,institutions,523,31,0.059273,0,0,46,0.087954,64,0.122371,0.221893,0.79,141,0.156028,141,0.148936
uniform,targeted:constructivist|criticalPoliticalEconomy,pure,v21_ni_rev_05,normsIdentity,526,48,0.091255,0,0,49,0.093156,78,0.148289,0.429753,2.5,141,0.219858,141,0.148936
uniform,targeted:constructivist|criticalPoliticalEconomy,pure,v21_pe_rev_02,politicalEconomy,522,25,0.047893,0,0,46,0.088123,57,0.109195,0.258295,1.11,141,0.120567,141,0.12766
uniform,targeted:constructivist|criticalPoliticalEconomy,pure,v21_rs_rev_04,restraint,534,8,0.014981,77,0.144195,36,0.067416,106,0.198502,0.208689,0.71,141,0.248227,141,0.22695
uniform,targeted:constructivist|criticalPoliticalEconomy,pure,v21_sc_rev_02,securityCompetition,526,60,0.114068,0,0,52,0.098859,88,0.1673,0.665798,3,141,0.219858,141,0.177305
uniform,targeted:institutionalist|constructivist,blend,an_case_digital_stack,institutions|normsIdentity|politicalEconomy|restraint|securityCompetition,33,16,0.484848,4,0.121212,27,0.818182,27,0.818182,0.859697,1.38,0,0,0,0
uniform,targeted:institutionalist|constructivist,blend,an_case_intervention_memory,domesticFilters|institutions|normsIdentity|orderJustice|restraint,33,14,0.424242,4,0.121212,23,0.69697,23,0.69697,0.85,1.53,0,0,0,0
uniform,targeted:institutionalist|constructivist,blend,an_tradeoff_tech_order,institutions|normsIdentity|orderJustice|politicalEconomy|restraint|securityCompetition,33,23,0.69697,1,0.030303,24,0.727273,27,0.818182,0.868788,1.45,0,0,0,0
uniform,targeted:institutionalist|constructivist,blend,case_semiconductors,institutions|normsIdentity|politicalEconomy|restraint|securityCompetition,33,23,0.69697,3,0.090909,25,0.757576,31,0.939394,1.243636,2.49,0,0,0,0
uniform,targeted:institutionalist|constructivist,blend,df1,domesticFilters,41,16,0.390244,0,0,22,0.536585,23,0.560976,0.557317,2,11,0.636364,11,0.636364
uniform,targeted:institutionalist|constructivist,blend,in2,institutions,40,10,0.25,0,0,28,0.7,31,0.775,0.27725,0.65,11,0.818182,11,0.727273
uniform,targeted:institutionalist|constructivist,blend,ni2,normsIdentity,36,18,0.5,0,0,22,0.611111,25,0.694444,0.516944,1.17,11,0.727273,11,0.727273
uniform,targeted:institutionalist|constructivist,blend,oj1,orderJustice,43,10,0.232558,0,0,19,0.44186,21,0.488372,0.236279,0.73,11,0.545455,11,0.545455
uniform,targeted:institutionalist|constructivist,blend,oj2,orderJustice,40,7,0.175,0,0,21,0.525,22,0.55,0.33675,0.65,11,0.636364,11,0.636364
uniform,targeted:institutionalist|constructivist,blend,pe2,politicalEconomy,40,10,0.25,0,0,17,0.425,20,0.5,0.3425,0.96,11,0.636364,11,0.454545
uniform,targeted:institutionalist|constructivist,blend,rs2,restraint,37,4,0.108108,14,0.378378,26,0.702703,27,0.72973,0.253784,0.5,11,0.818182,11,0.818182
uniform,targeted:institutionalist|constructivist,blend,sc2,securityCompetition,43,14,0.325581,0,0,18,0.418605,19,0.44186,0.223953,0.79,11,0.454545,11,0.363636
uniform,targeted:institutionalist|constructivist,blend,tradeoff_intervention,domesticFilters|institutions|normsIdentity|orderJustice|restraint,33,19,0.575758,0,0,17,0.515152,17,0.515152,0.837576,1.35,0,0,0,0
uniform,targeted:institutionalist|constructivist,blend,v21_df_rev_04,domesticFilters,42,14,0.333333,0,0,25,0.595238,26,0.619048,0.539048,2,11,0.636364,11,0.727273
uniform,targeted:institutionalist|constructivist,blend,v21_in_rev_03,institutions,40,14,0.35,0,0,25,0.625,25,0.625,0.27425,0.86,11,0.545455,11,0.636364
uniform,targeted:institutionalist|constructivist,blend,v21_ni_rev_05,normsIdentity,42,15,0.357143,0,0,30,0.714286,31,0.738095,0.365476,1.1,11,0.727273,11,0.727273
uniform,targeted:institutionalist|constructivist,blend,v21_pe_rev_02,politicalEconomy,41,12,0.292683,0,0,16,0.390244,17,0.414634,0.389268,1.29,11,0.545455,11,0.181818
uniform,targeted:institutionalist|constructivist,blend,v21_rs_rev_04,restraint,41,5,0.121951,5,0.121951,18,0.439024,19,0.463415,0.182927,0.64,11,0.545455,11,0.454545
uniform,targeted:institutionalist|constructivist,blend,v21_sc_rev_02,securityCompetition,44,10,0.227273,0,0,23,0.522727,24,0.545455,0.191591,0.66,11,0.727273,11,0.454545
uniform,targeted:institutionalist|constructivist,pure,an_case_digital_stack,institutions|normsIdentity|politicalEconomy|restraint|securityCompetition,447,69,0.154362,42,0.09396,43,0.096197,122,0.272931,0.887539,2.15,0,0,0,0
uniform,targeted:institutionalist|constructivist,pure,an_case_intervention_memory,domesticFilters|institutions|normsIdentity|orderJustice|restraint,447,26,0.058166,54,0.120805,39,0.087248,106,0.237136,0.898792,2.83,0,0,0,0
uniform,targeted:institutionalist|constructivist,pure,an_tradeoff_tech_order,institutions|normsIdentity|orderJustice|politicalEconomy|restraint|securityCompetition,447,57,0.127517,30,0.067114,41,0.091723,109,0.243848,0.934519,2.03,0,0,0,0
