ensemble,form,analysis,metric,bin,lower_distance,upper_distance,base_vectors,perturbation_trials,flips,flip_rate,mean_distance,midpoint_reachable,minimum_midpoint_distance,below_midpoint_share,at_midpoint_share,above_midpoint_share,median_restraint
boundaryFocused,core,distance-quintile,posture-flip,q1,0,0,0,0,0,0,0,,,,,,
boundaryFocused,core,distance-quintile,posture-flip,q2,0,0.5,20,1020,70,0.068627,0,,,,,,
boundaryFocused,core,distance-quintile,posture-flip,q3,0.5,1,12,631,34,0.053883,0.5,,,,,,
boundaryFocused,core,distance-quintile,posture-flip,q4,1,1.5,14,733,12,0.016371,1,,,,,,
boundaryFocused,core,distance-quintile,posture-flip,q5,1.5,3,18,931,8,0.008593,1.916667,,,,,,
boundaryFocused,core,distance-quintile,primary-family-flip,q1,0,0,0,0,0,0,0,,,,,,
boundaryFocused,core,distance-quintile,primary-family-flip,q2,0,0,0,0,0,0,0,,,,,,
boundaryFocused,core,distance-quintile,primary-family-flip,q3,0,0.37,37,1921,878,0.457054,0.025405,,,,,,
boundaryFocused,core,distance-quintile,primary-family-flip,q4,0.37,0.374,14,732,119,0.162568,0.37,,,,,,
boundaryFocused,core,distance-quintile,primary-family-flip,q5,0.374,2.15,13,662,49,0.074018,1.006154,,,,,,
boundaryFocused,core,distance-quintile,pure-blend-transition,q1,0.0025,0.0025,11,573,241,0.420593,0.0025,,,,,,
boundaryFocused,core,distance-quintile,pure-blend-transition,q2,0.0025,0.3675,12,614,258,0.420195,0.107083,,,,,,
boundaryFocused,core,distance-quintile,pure-blend-transition,q3,0.3675,0.3675,0,0,0,0,0,,,,,,
boundaryFocused,core,distance-quintile,pure-blend-transition,q4,0.3675,0.3675,0,0,0,0,0,,,,,,
boundaryFocused,core,distance-quintile,pure-blend-transition,q5,0.3675,1.7825,41,2128,456,0.214286,0.480305,,,,,,
boundaryFocused,core,placement-claim-band,full-archetype-flip,lowDifferentiation,,,19,992,405,0.408266,0.010526,,,,,,
boundaryFocused,core,placement-claim-band,full-archetype-flip,sharplyDifferentiated,,,1,51,4,0.078431,2.15,,,,,,
boundaryFocused,core,placement-claim-band,full-archetype-flip,stableModeration,,,44,2272,878,0.386444,0.382955,,,,,,
boundaryFocused,core,posture-midpoint-location,restraint-score-distribution,all,1,6.5,64,0,0,0,0.851563,true,0,0.375,0.3125,0.3125,4
boundaryFocused,fullExtended,distance-quintile,posture-flip,q1,0,0.02,10,1713,0,0,0.006,,,,,,
boundaryFocused,fullExtended,distance-quintile,posture-flip,q2,0.02,0.492,16,2770,16,0.005776,0.2375,,,,,,
boundaryFocused,fullExtended,distance-quintile,posture-flip,q3,0.492,0.66,11,1898,165,0.086934,0.587273,,,,,,
boundaryFocused,fullExtended,distance-quintile,posture-flip,q4,0.66,0.76,13,2271,14,0.006165,0.695385,,,,,,
boundaryFocused,fullExtended,distance-quintile,posture-flip,q5,0.76,1.05,14,2423,0,0,0.830714,,,,,,
boundaryFocused,fullExtended,distance-quintile,primary-family-flip,q1,0,0,0,0,0,0,0,,,,,,
boundaryFocused,fullExtended,distance-quintile,primary-family-flip,q2,0,0.01,26,4499,1956,0.434763,0.003077,,,,,,
boundaryFocused,fullExtended,distance-quintile,primary-family-flip,q3,0.01,0.36,7,1220,488,0.4,0.042857,,,,,,
boundaryFocused,fullExtended,distance-quintile,primary-family-flip,q4,0.36,0.888,18,3125,260,0.0832,0.406111,,,,,,
boundaryFocused,fullExtended,distance-quintile,primary-family-flip,q5,0.888,6.47,13,2231,16,0.007172,2.371538,,,,,,
boundaryFocused,fullExtended,distance-quintile,pure-blend-transition,q1,0,0,0,0,0,0,0,,,,,,
boundaryFocused,fullExtended,distance-quintile,pure-blend-transition,q2,0,0.35,24,4171,1410,0.338048,0.105417,,,,,,
boundaryFocused,fullExtended,distance-quintile,pure-blend-transition,q3,0.35,0.36,8,1380,137,0.099275,0.35,,,,,,
boundaryFocused,fullExtended,distance-quintile,pure-blend-transition,q4,0.36,0.528,19,3293,486,0.147586,0.368421,,,,,,
boundaryFocused,fullExtended,distance-quintile,pure-blend-transition,q5,0.528,6.11,13,2231,32,0.014343,2.011538,,,,,,
boundaryFocused,fullExtended,placement-claim-band,full-archetype-flip,lowDifferentiation,,,49,8497,2498,0.293986,0.125306,,,,,,
boundaryFocused,fullExtended,placement-claim-band,full-archetype-flip,sharplyDifferentiated,,,7,1198,2,0.001669,3.38,,,,,,
boundaryFocused,fullExtended,placement-claim-band,full-archetype-flip,stableModeration,,,8,1380,65,0.047101,1.09,,,,,,
boundaryFocused,fullExtended,posture-midpoint-location,restraint-score-distribution,all,3.99,5.05,64,0,0,0,0.484219,true,0,0.0625,0.0625,0.875,4.585
boundaryFocused,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,posture-flip,q1,0,0.03,13,872,3,0.00344,0.018462,,,,,,
boundaryFocused,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,posture-flip,q2,0.03,0.372,13,865,29,0.033526,0.174615,,,,,,
boundaryFocused,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,posture-flip,q3,0.372,0.682,12,813,86,0.105781,0.526667,,,,,,
boundaryFocused,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,posture-flip,q4,0.682,0.934,13,879,20,0.022753,0.806923,,,,,,
boundaryFocused,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,posture-flip,q5,0.934,1.39,13,876,0,0,1.169231,,,,,,
boundaryFocused,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q1,0,0.01,6,403,221,0.548387,0.003333,,,,,,
boundaryFocused,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q2,0.01,0.03,19,1288,618,0.479814,0.015789,,,,,,
boundaryFocused,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q3,0.03,0.18,13,870,342,0.393103,0.084615,,,,,,
boundaryFocused,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q4,0.18,0.216,13,873,277,0.317297,0.19,,,,,,
boundaryFocused,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q5,0.216,0.97,13,871,105,0.120551,0.559231,,,,,,
boundaryFocused,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q1,0,0.01,12,802,414,0.516209,0.004167,,,,,,
boundaryFocused,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q2,0.01,0.16,10,672,324,0.482143,0.047,,,,,,
boundaryFocused,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q3,0.16,0.18,15,1014,502,0.495069,0.163333,,,,,,
boundaryFocused,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q4,0.18,0.19,13,875,412,0.470857,0.18,,,,,,
boundaryFocused,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q5,0.19,0.78,14,942,181,0.192144,0.382143,,,,,,
boundaryFocused,targeted:constructivist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,lowDifferentiation,,,43,2903,1765,0.607992,0.062558,,,,,,
boundaryFocused,targeted:constructivist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,sharplyDifferentiated,,,2,134,13,0.097015,0.92,,,,,,
boundaryFocused,targeted:constructivist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,stableModeration,,,19,1268,461,0.363565,0.348947,,,,,,
boundaryFocused,targeted:constructivist|criticalPoliticalEconomy,posture-midpoint-location,restraint-score-distribution,all,3.31,5.39,64,0,0,0,0.539375,true,0,0.234375,0.015625,0.75,4.53
boundaryFocused,targeted:institutionalist|constructivist,distance-quintile,posture-flip,q1,0,0.02,9,607,4,0.00659,0.006667,,,,,,
boundaryFocused,targeted:institutionalist|constructivist,distance-quintile,posture-flip,q2,0.02,0.244,17,1158,18,0.015544,0.11,,,,,,
boundaryFocused,targeted:institutionalist|constructivist,distance-quintile,posture-flip,q3,0.244,0.602,12,801,74,0.092385,0.45,,,,,,
boundaryFocused,targeted:institutionalist|constructivist,distance-quintile,posture-flip,q4,0.602,1.038,13,873,13,0.014891,0.799231,,,,,,
boundaryFocused,targeted:institutionalist|constructivist,distance-quintile,posture-flip,q5,1.038,1.49,13,868,0,0,1.234615,,,,,,
boundaryFocused,targeted:institutionalist|constructivist,distance-quintile,primary-family-flip,q1,0,0.01,2,139,70,0.503597,0,,,,,,
boundaryFocused,targeted:institutionalist|constructivist,distance-quintile,primary-family-flip,q2,0.01,0.03,24,1615,806,0.499071,0.015,,,,,,
boundaryFocused,targeted:institutionalist|constructivist,distance-quintile,primary-family-flip,q3,0.03,0.16,11,737,284,0.385346,0.079091,,,,,,
boundaryFocused,targeted:institutionalist|constructivist,distance-quintile,primary-family-flip,q4,0.16,0.464,14,941,233,0.247609,0.189286,,,,,,
boundaryFocused,targeted:institutionalist|constructivist,distance-quintile,primary-family-flip,q5,0.464,1.19,13,875,80,0.091429,0.800769,,,,,,
boundaryFocused,targeted:institutionalist|constructivist,distance-quintile,pure-blend-transition,q1,0,0.01,10,670,312,0.465672,0,,,,,,
boundaryFocused,targeted:institutionalist|constructivist,distance-quintile,pure-blend-transition,q2,0.01,0.14,15,1006,410,0.407555,0.076667,,,,,,
boundaryFocused,targeted:institutionalist|constructivist,distance-quintile,pure-blend-transition,q3,0.14,0.15,11,738,343,0.46477,0.140909,,,,,,
boundaryFocused,targeted:institutionalist|constructivist,distance-quintile,pure-blend-transition,q4,0.15,0.304,15,1018,475,0.466601,0.16,,,,,,
boundaryFocused,targeted:institutionalist|constructivist,distance-quintile,pure-blend-transition,q5,0.304,1.03,13,875,66,0.075429,0.640769,,,,,,
boundaryFocused,targeted:institutionalist|constructivist,placement-claim-band,full-archetype-flip,lowDifferentiation,,,37,2495,1480,0.593186,0.040811,,,,,,
boundaryFocused,targeted:institutionalist|constructivist,placement-claim-band,full-archetype-flip,sharplyDifferentiated,,,7,471,30,0.063694,1.004286,,,,,,
boundaryFocused,targeted:institutionalist|constructivist,placement-claim-band,full-archetype-flip,stableModeration,,,20,1341,524,0.390753,0.2875,,,,,,
boundaryFocused,targeted:institutionalist|constructivist,posture-midpoint-location,restraint-score-distribution,all,3.44,5.49,64,0,0,0,0.527656,true,0,0.1875,0.046875,0.765625,4.44
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,posture-flip,q1,0,0.03,12,807,4,0.004957,0.013333,,,,,,
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,posture-flip,q2,0.03,0.42,13,875,18,0.020571,0.183077,,,,,,
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,posture-flip,q3,0.42,0.818,13,872,71,0.081422,0.628462,,,,,,
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,posture-flip,q4,0.818,1.106,13,872,9,0.010321,0.910769,,,,,,
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,posture-flip,q5,1.106,1.5,13,881,0,0,1.280769,,,,,,
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q1,0,0.02,11,738,385,0.52168,0.005455,,,,,,
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q2,0.02,0.04,12,812,407,0.501232,0.023333,,,,,,
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q3,0.04,0.21,14,941,401,0.426142,0.076429,,,,,,
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q4,0.21,0.31,14,944,238,0.252119,0.222857,,,,,,
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q5,0.31,1.8,13,872,77,0.088303,0.851538,,,,,,
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q1,0,0.01,9,615,271,0.44065,0.003333,,,,,,
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q2,0.01,0.18,14,936,415,0.443376,0.082857,,,,,,
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q3,0.18,0.2,9,606,213,0.351485,0.184444,,,,,,
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q4,0.2,0.22,15,1006,387,0.384692,0.204667,,,,,,
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q5,0.22,1.58,17,1144,239,0.208916,0.535294,,,,,,
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,lowDifferentiation,,,37,2493,1382,0.554352,0.059189,,,,,,
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,sharplyDifferentiated,,,5,330,24,0.072727,1.308,,,,,,
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,stableModeration,,,22,1484,585,0.394205,0.312273,,,,,,
boundaryFocused,targeted:institutionalist|criticalPoliticalEconomy,posture-midpoint-location,restraint-score-distribution,all,3.12,5.5,64,0,0,0,0.6125,true,0,0.15625,0.015625,0.828125,4.640000000000001
boundaryFocused,targeted:realist|constructivist,distance-quintile,posture-flip,q1,0,0.02,11,741,79,0.106613,0.006364,,,,,,
boundaryFocused,targeted:realist|constructivist,distance-quintile,posture-flip,q2,0.02,0.252,15,998,91,0.091182,0.089333,,,,,,
boundaryFocused,targeted:realist|constructivist,distance-quintile,posture-flip,q3,0.252,0.536,12,808,28,0.034653,0.37,,,,,,
boundaryFocused,targeted:realist|constructivist,distance-quintile,posture-flip,q4,0.536,0.962,13,878,9,0.010251,0.752308,,,,,,
boundaryFocused,targeted:realist|constructivist,distance-quintile,posture-flip,q5,0.962,1.72,13,870,0,0,1.353846,,,,,,
boundaryFocused,targeted:realist|constructivist,distance-quintile,primary-family-flip,q1,0,0.02,11,742,384,0.51752,0.004545,,,,,,
boundaryFocused,targeted:realist|constructivist,distance-quintile,primary-family-flip,q2,0.02,0.05,15,1009,471,0.466799,0.032667,,,,,,
boundaryFocused,targeted:realist|constructivist,distance-quintile,primary-family-flip,q3,0.05,0.306,12,812,358,0.440887,0.08,,,,,,
boundaryFocused,targeted:realist|constructivist,distance-quintile,primary-family-flip,q4,0.306,0.35,12,793,176,0.221942,0.343333,,,,,,
boundaryFocused,targeted:realist|constructivist,distance-quintile,primary-family-flip,q5,0.35,3.01,14,939,104,0.110756,1.077143,,,,,,
boundaryFocused,targeted:realist|constructivist,distance-quintile,pure-blend-transition,q1,0,0.01,13,863,388,0.449594,0.003077,,,,,,
boundaryFocused,targeted:realist|constructivist,distance-quintile,pure-blend-transition,q2,0.01,0.3,10,670,271,0.404478,0.133,,,,,,
boundaryFocused,targeted:realist|constructivist,distance-quintile,pure-blend-transition,q3,0.3,0.32,14,942,323,0.342887,0.303571,,,,,,
boundaryFocused,targeted:realist|constructivist,distance-quintile,pure-blend-transition,q4,0.32,0.35,13,877,287,0.327252,0.327692,,,,,,
boundaryFocused,targeted:realist|constructivist,distance-quintile,pure-blend-transition,q5,0.35,2.66,14,943,170,0.180276,0.87,,,,,,
boundaryFocused,targeted:realist|constructivist,placement-claim-band,full-archetype-flip,lowDifferentiation,,,46,3093,1562,0.505011,0.112826,,,,,,
boundaryFocused,targeted:realist|constructivist,placement-claim-band,full-archetype-flip,sharplyDifferentiated,,,4,269,34,0.126394,2.3825,,,,,,
boundaryFocused,targeted:realist|constructivist,placement-claim-band,full-archetype-flip,stableModeration,,,14,933,417,0.446945,0.427143,,,,,,
boundaryFocused,targeted:realist|constructivist,posture-midpoint-location,restraint-score-distribution,all,2.28,5.7,64,0,0,0,0.519219,true,0,0.328125,0.0625,0.609375,4.025
boundaryFocused,targeted:realist|criticalPoliticalEconomy,distance-quintile,posture-flip,q1,0,0.02,12,809,46,0.05686,0.013333,,,,,,
boundaryFocused,targeted:realist|criticalPoliticalEconomy,distance-quintile,posture-flip,q2,0.02,0.26,13,870,66,0.075862,0.115385,,,,,,
boundaryFocused,targeted:realist|criticalPoliticalEconomy,distance-quintile,posture-flip,q3,0.26,0.554,13,872,48,0.055046,0.377692,,,,,,
boundaryFocused,targeted:realist|criticalPoliticalEconomy,distance-quintile,posture-flip,q4,0.554,0.902,13,877,5,0.005701,0.723846,,,,,,
boundaryFocused,targeted:realist|criticalPoliticalEconomy,distance-quintile,posture-flip,q5,0.902,1.4,13,879,0,0,1.160769,,,,,,
boundaryFocused,targeted:realist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q1,0,0.01,7,460,220,0.478261,0.004286,,,,,,
boundaryFocused,targeted:realist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q2,0.01,0.02,16,1087,551,0.5069,0.013125,,,,,,
boundaryFocused,targeted:realist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q3,0.02,0.2,13,877,391,0.445838,0.061538,,,,,,
boundaryFocused,targeted:realist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q4,0.2,0.22,10,677,198,0.292467,0.203,,,,,,
boundaryFocused,targeted:realist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q5,0.22,2.42,18,1206,201,0.166667,0.684444,,,,,,
boundaryFocused,targeted:realist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q1,0,0.01,6,406,226,0.55665,0.005,,,,,,
boundaryFocused,targeted:realist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q2,0.01,0.182,20,1339,583,0.4354,0.0425,,,,,,
boundaryFocused,targeted:realist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q3,0.182,0.198,12,819,393,0.479853,0.19,,,,,,
boundaryFocused,targeted:realist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q4,0.198,0.2,13,877,440,0.50171,0.2,,,,,,
boundaryFocused,targeted:realist|criticalPoliticalEconomy,distance-quintile,pure-blend-transition,q5,0.2,2.21,13,866,180,0.207852,0.720769,,,,,,
boundaryFocused,targeted:realist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,lowDifferentiation,,,43,2900,1662,0.573103,0.061628,,,,,,
boundaryFocused,targeted:realist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,sharplyDifferentiated,,,5,333,28,0.084084,1.646,,,,,,
boundaryFocused,targeted:realist|criticalPoliticalEconomy,placement-claim-band,full-archetype-flip,stableModeration,,,16,1074,505,0.470205,0.281875,,,,,,
boundaryFocused,targeted:realist|criticalPoliticalEconomy,posture-midpoint-location,restraint-score-distribution,all,3.57,5.4,64,0,0,0,0.485469,true,0,0.234375,0.015625,0.75,4.355
boundaryFocused,targeted:realist|institutionalist,distance-quintile,posture-flip,q1,0,0.03,10,675,64,0.094815,0.009,,,,,,
boundaryFocused,targeted:realist|institutionalist,distance-quintile,posture-flip,q2,0.03,0.28,16,1088,94,0.086397,0.09375,,,,,,
boundaryFocused,targeted:realist|institutionalist,distance-quintile,posture-flip,q3,0.28,0.646,12,807,20,0.024783,0.456667,,,,,,
boundaryFocused,targeted:realist|institutionalist,distance-quintile,posture-flip,q4,0.646,1.05,13,876,4,0.004566,0.836154,,,,,,
boundaryFocused,targeted:realist|institutionalist,distance-quintile,posture-flip,q5,1.05,2.05,13,869,2,0.002301,1.362308,,,,,,
boundaryFocused,targeted:realist|institutionalist,distance-quintile,primary-family-flip,q1,0,0.026,13,868,446,0.513825,0.014615,,,,,,
boundaryFocused,targeted:realist|institutionalist,distance-quintile,primary-family-flip,q2,0.026,0.04,11,736,381,0.517663,0.032727,,,,,,
boundaryFocused,targeted:realist|institutionalist,distance-quintile,primary-family-flip,q3,0.04,0.28,11,745,296,0.397315,0.092727,,,,,,
boundaryFocused,targeted:realist|institutionalist,distance-quintile,primary-family-flip,q4,0.28,0.456,16,1085,251,0.231336,0.30125,,,,,,
boundaryFocused,targeted:realist|institutionalist,distance-quintile,primary-family-flip,q5,0.456,1.97,13,881,64,0.072645,1.067692,,,,,,
boundaryFocused,targeted:realist|institutionalist,distance-quintile,pure-blend-transition,q1,0,0.016,13,881,403,0.457435,0.006923,,,,,,
boundaryFocused,targeted:realist|institutionalist,distance-quintile,pure-blend-transition,q2,0.016,0.24,12,817,292,0.357405,0.149167,,,,,,
boundaryFocused,targeted:realist|institutionalist,distance-quintile,pure-blend-transition,q3,0.24,0.26,11,736,302,0.410326,0.250909,,,,,,
boundaryFocused,targeted:realist|institutionalist,distance-quintile,pure-blend-transition,q4,0.26,0.28,13,866,337,0.389145,0.266154,,,,,,
boundaryFocused,targeted:realist|institutionalist,distance-quintile,pure-blend-transition,q5,0.28,1.68,15,1015,198,0.195074,0.724667,,,,,,
boundaryFocused,targeted:realist|institutionalist,placement-claim-band,full-archetype-flip,lowDifferentiation,,,40,2692,1504,0.558692,0.088,,,,,,
boundaryFocused,targeted:realist|institutionalist,placement-claim-band,full-archetype-flip,sharplyDifferentiated,,,5,344,39,0.113372,1.586,,,,,,
boundaryFocused,targeted:realist|institutionalist,placement-claim-band,full-archetype-flip,stableModeration,,,19,1279,510,0.398749,0.464211,,,,,,
boundaryFocused,targeted:realist|institutionalist,posture-midpoint-location,restraint-score-distribution,all,2.6,6.05,64,0,0,0,0.557031,true,0,0.40625,0.0625,0.53125,4.02
calibratedSynthetic,core,distance-quintile,posture-flip,q1,0,0.5,35,1927,78,0.040477,0,,,,,,
calibratedSynthetic,core,distance-quintile,posture-flip,q2,0.5,0.5,0,0,0,0,0,,,,,,
calibratedSynthetic,core,distance-quintile,posture-flip,q3,0.5,1,64,3524,172,0.048808,0.5,,,,,,
calibratedSynthetic,core,distance-quintile,posture-flip,q4,1,1.5,66,3630,8,0.002204,1,,,,,,
calibratedSynthetic,core,distance-quintile,posture-flip,q5,1.5,2.5,75,4116,0,0,1.713333,,,,,,
calibratedSynthetic,core,distance-quintile,primary-family-flip,q1,0.04,1.106,48,2658,119,0.044771,0.686667,,,,,,
calibratedSynthetic,core,distance-quintile,primary-family-flip,q2,1.106,1.744,48,2646,5,0.00189,1.38625,,,,,,
calibratedSynthetic,core,distance-quintile,primary-family-flip,q3,1.744,2.374,48,2635,0,0,2.094792,,,,,,
calibratedSynthetic,core,distance-quintile,primary-family-flip,q4,2.374,3.08,47,2584,0,0,2.69766,,,,,,
calibratedSynthetic,core,distance-quintile,primary-family-flip,q5,3.08,4.25,49,2674,0,0,3.473265,,,,,,
calibratedSynthetic,core,distance-quintile,pure-blend-transition,q1,0.0075,0.7385,48,2658,311,0.117005,0.378542,,,,,,
calibratedSynthetic,core,distance-quintile,pure-blend-transition,q2,0.7385,1.3765,48,2646,21,0.007937,1.01875,,,,,,
calibratedSynthetic,core,distance-quintile,pure-blend-transition,q3,1.3765,2.0065,48,2635,5,0.001898,1.727292,,,,,,
calibratedSynthetic,core,distance-quintile,pure-blend-transition,q4,2.0065,2.7125,47,2584,0,0,2.33016,,,,,,
calibratedSynthetic,core,distance-quintile,pure-blend-transition,q5,2.7125,3.8825,49,2674,0,0,3.105765,,,,,,
calibratedSynthetic,core,placement-claim-band,full-archetype-flip,lowDifferentiation,,,1,56,14,0.25,0.28,,,,,,
calibratedSynthetic,core,placement-claim-band,full-archetype-flip,sharplyDifferentiated,,,159,8723,199,0.022813,2.651132,,,,,,
calibratedSynthetic,core,placement-claim-band,full-archetype-flip,stableModeration,,,80,4418,403,0.091218,0.94025,,,,,,
calibratedSynthetic,core,posture-midpoint-location,restraint-score-distribution,all,1.5,6.5,240,0,0,0,0.94375,true,0,0.266667,0.145833,0.5875,4.5
calibratedSynthetic,fullExtended,distance-quintile,posture-flip,q1,0,0.35,31,5663,0,0,0.199677,,,,,,
calibratedSynthetic,fullExtended,distance-quintile,posture-flip,q2,0.35,0.732,33,6044,177,0.029285,0.566364,,,,,,
calibratedSynthetic,fullExtended,distance-quintile,posture-flip,q3,0.732,1.064,32,5863,0,0,0.9075,,,,,,
calibratedSynthetic,fullExtended,distance-quintile,posture-flip,q4,1.064,1.242,32,5854,0,0,1.144688,,,,,,
calibratedSynthetic,fullExtended,distance-quintile,posture-flip,q5,1.242,1.51,32,5880,0,0,1.347812,,,,,,
calibratedSynthetic,fullExtended,distance-quintile,primary-family-flip,q1,0.08,3.428,32,5889,45,0.007641,2.554375,,,,,,
calibratedSynthetic,fullExtended,distance-quintile,primary-family-flip,q2,3.428,4.474,32,5874,0,0,4.00125,,,,,,
calibratedSynthetic,fullExtended,distance-quintile,primary-family-flip,q3,4.474,6.028,32,5869,0,0,4.9775,,,,,,
calibratedSynthetic,fullExtended,distance-quintile,primary-family-flip,q4,6.028,8.776,32,5829,0,0,7.223438,,,,,,
calibratedSynthetic,fullExtended,distance-quintile,primary-family-flip,q5,8.776,12.83,32,5843,0,0,10.314062,,,,,,
calibratedSynthetic,fullExtended,distance-quintile,pure-blend-transition,q1,0.28,3.068,32,5889,15,0.002547,2.211875,,,,,,
calibratedSynthetic,fullExtended,distance-quintile,pure-blend-transition,q2,3.068,4.114,32,5874,0,0,3.64125,,,,,,
calibratedSynthetic,fullExtended,distance-quintile,pure-blend-transition,q3,4.114,5.668,32,5869,0,0,4.6175,,,,,,
calibratedSynthetic,fullExtended,distance-quintile,pure-blend-transition,q4,5.668,8.416,32,5829,0,0,6.863438,,,,,,
calibratedSynthetic,fullExtended,distance-quintile,pure-blend-transition,q5,8.416,12.47,32,5843,0,0,9.954062,,,,,,
calibratedSynthetic,fullExtended,placement-claim-band,full-archetype-flip,lowDifferentiation,,,1,186,7,0.037634,0.08,,,,,,
calibratedSynthetic,fullExtended,placement-claim-band,full-archetype-flip,sharplyDifferentiated,,,158,28933,177,0.006118,5.882215,,,,,,
calibratedSynthetic,fullExtended,placement-claim-band,full-archetype-flip,stableModeration,,,1,185,8,0.043243,0.79,,,,,,
calibratedSynthetic,fullExtended,posture-midpoint-location,restraint-score-distribution,all,3.44,5.51,160,0,0,0,0.8355,true,0,0.2,0.00625,0.79375,4.93
calibratedSynthetic,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,posture-flip,q1,0.02,0.456,24,1687,13,0.007706,0.238333,,,,,,
calibratedSynthetic,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,posture-flip,q2,0.456,0.8,23,1613,77,0.047737,0.626087,,,,,,
calibratedSynthetic,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,posture-flip,q3,0.8,1.048,25,1744,4,0.002294,0.9256,,,,,,
calibratedSynthetic,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,posture-flip,q4,1.048,1.32,23,1607,0,0,1.196087,,,,,,
calibratedSynthetic,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,posture-flip,q5,1.32,1.75,25,1742,0,0,1.4936,,,,,,
calibratedSynthetic,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q1,0.03,1.882,24,1687,52,0.030824,1.273333,,,,,,
calibratedSynthetic,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q2,1.882,2.384,24,1673,0,0,2.13,,,,,,
calibratedSynthetic,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q3,2.384,3.258,24,1679,0,0,2.755,,,,,,
calibratedSynthetic,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q4,3.258,3.9,24,1675,0,0,3.586667,,,,,,
calibratedSynthetic,targeted:constructivist|criticalPoliticalEconomy,distance-quintile,primary-family-flip,q5,3.9,5.43,24,1679,0,0,4.517083,,,,,,
